,Rk,School,G,W,L,W-L%,SRS,SOS,W_conf,L_conf,W_home,L_home,W_away,L_away,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,Year
257,236,Oregon NCAA,36,26,10,.722,11.43,7.65,13,5,17,2,6,4,2713,2550,1460,992,2143,.463,263,726,.362,466,613,.760,372,1298,508,207,157,421,655,68.0,109.3,.286,.339,.557,50.9,51.2,8.3,11.0,.524,14.7,30.8,.217,2015
270,247,Providence NCAA,34,22,12,.647,13.71,9.50,11,7,13,4,5,6,2370,2227,1370,828,1889,.438,171,546,.313,543,768,.707,411,1228,474,242,155,407,628,65.7,105.4,.407,.289,.526,52.9,57.2,10.8,13.5,.484,15.3,35.1,.287,2015
271,248,Purdue NCAA,34,21,13,.618,12.93,7.64,12,6,14,3,4,6,2375,2195,1375,827,1840,.449,195,597,.327,524,767,.683,409,1249,505,185,177,444,642,64.9,106.4,.417,.324,.539,53.5,61.1,8.3,13.6,.502,16.8,36.5,.285,2015
278,255,Robert Morris NCAA,35,20,15,.571,-3.02,-3.50,12,6,10,6,8,8,2414,2397,1410,854,1926,.443,221,590,.375,485,684,.709,367,1162,428,300,100,467,650,66.7,102.6,.355,.306,.536,47.9,50.1,12.8,8.1,.501,17.2,31.0,.252,2015
291,266,San Diego State NCAA,36,27,9,.750,11.81,4.24,14,4,16,1,6,5,2226,1939,1455,800,1916,.418,189,591,.320,437,694,.630,439,1270,377,247,179,410,506,60.8,100.7,.362,.308,.496,52.4,47.1,11.2,14.1,.467,15.4,35.4,.228,2015
314,287,Southern Methodist NCAA,34,27,7,.794,12.94,3.57,15,3,16,2,8,4,2350,2032,1365,832,1750,.475,145,400,.363,541,770,.703,388,1244,524,237,146,426,551,63.3,108.8,.440,.229,.555,55.0,63.0,11.0,14.7,.517,16.8,37.1,.309,2015
320,293,St. John's (NY) NCAA,33,21,12,.636,11.85,9.04,10,8,15,3,5,6,2343,2240,1325,835,1890,.442,198,569,.348,475,687,.691,336,1164,408,246,210,352,587,67.6,104.6,.363,.301,.529,47.4,48.9,11.0,16.8,.494,13.7,28.4,.251,2015
322,295,Stephen F. Austin NCAA,34,29,5,.853,8.61,-4.20,17,1,15,1,10,3,2672,2188,1365,911,1870,.487,262,692,.379,588,799,.736,413,1176,596,259,120,476,734,68.0,115.2,.427,.370,.594,54.2,65.4,11.2,10.0,.557,17.5,37.9,.314,2015
340,311,Texas Southern NCAA,35,22,13,.629,-5.98,-6.09,16,2,9,1,10,11,2390,2386,1430,818,1840,.445,185,574,.322,569,861,.661,394,1193,375,214,109,454,609,64.5,103.6,.468,.312,.531,50.0,45.8,9.3,7.7,.495,16.8,33.8,.309,2015
343,314,Texas NCAA,34,20,14,.588,16.16,9.07,8,10,13,5,4,7,2290,2049,1375,796,1837,.433,212,626,.339,486,671,.724,422,1351,442,128,265,435,555,62.9,105.9,.365,.341,.531,56.0,55.5,5.9,20.0,.491,16.8,37.9,.265,2015
349,320,UCLA NCAA,36,22,14,.611,12.07,8.27,11,7,16,1,2,8,2590,2453,1450,930,2099,.443,223,606,.368,507,750,.676,440,1367,498,238,139,430,645,67.3,106.1,.357,.289,.527,52.6,53.5,9.8,11.0,.496,14.9,33.8,.242,2015
354,323,Utah NCAA,35,26,9,.743,20.98,7.42,13,5,16,1,6,5,2496,1999,1405,849,1760,.482,264,654,.404,534,760,.703,322,1204,489,208,175,407,581,62.6,113.5,.432,.372,.588,53.7,57.6,9.5,13.5,.557,16.1,31.6,.303,2015
355,324,Valparaiso NCAA,34,28,6,.824,6.29,-2.00,13,3,15,1,8,4,2366,2021,1365,837,1836,.456,236,620,.381,456,676,.675,397,1276,443,203,157,422,563,63.8,108.6,.368,.338,.548,55.1,52.9,9.3,14.1,.520,16.4,35.6,.248,2015
358,327,Villanova NCAA,36,33,3,.917,23.13,7.55,16,2,15,0,9,2,2754,2193,1450,916,1951,.470,326,837,.389,596,815,.731,371,1235,570,278,146,382,596,65.0,116.9,.418,.429,.589,51.5,62.2,11.8,11.0,.553,14.0,32.5,.305,2015
359,328,Virginia Commonwealth NCAA,36,26,10,.722,12.79,6.10,12,6,12,4,8,4,2609,2368,1475,896,2139,.419,293,854,.343,524,797,.657,444,1277,456,342,153,383,690,66.4,106.5,.373,.399,.518,49.2,50.9,14.0,12.5,.487,13.2,31.8,.245,2015
362,331,Virginia NCAA,34,30,4,.882,21.73,7.81,16,2,15,1,11,1,2224,1751,1370,804,1758,.457,170,483,.352,446,614,.726,358,1232,430,186,143,316,484,58.6,110.8,.349,.275,.543,56.0,53.5,9.3,13.3,.506,13.4,34.2,.254,2015
368,337,West Virginia NCAA,35,25,10,.714,15.12,9.29,11,7,12,3,5,5,2542,2338,1410,872,2138,.408,227,719,.316,571,863,.662,575,1272,494,376,96,453,821,68.7,104.9,.404,.336,.499,52.1,56.7,15.5,8.7,.461,15.1,40.2,.267,2015
375,342,Wichita State NCAA,35,30,5,.857,15.56,3.68,17,1,15,0,10,2,2460,2008,1410,860,1933,.445,239,670,.357,501,715,.701,415,1245,476,250,134,327,587,61.9,112.7,.370,.347,.541,53.6,55.3,11.5,11.3,.507,12.6,34.9,.259,2015
378,345,Wisconsin NCAA,40,36,4,.900,24.61,10.29,16,2,15,1,10,2,2900,2327,1610,1014,2115,.479,288,790,.365,584,765,.763,383,1338,504,174,127,296,501,59.5,121.1,.362,.374,.585,54.7,49.7,7.3,8.2,.548,10.7,32.1,.276,2015
379,346,Wofford NCAA,35,28,7,.800,2.56,-2.98,16,2,13,1,10,5,2331,2089,1400,818,1802,.454,222,596,.372,473,688,.688,324,1139,461,228,87,379,589,62.7,106.2,.382,.331,.547,51.1,56.4,10.4,7.2,.516,15.1,29.1,.262,2015
381,348,Wyoming NCAA,35,25,10,.714,3.81,-0.04,11,7,17,2,5,7,2151,1974,1430,747,1619,.461,209,642,.326,448,638,.702,216,1047,501,191,102,392,481,58.3,103.1,.394,.397,.560,49.9,67.1,9.2,8.9,.526,16.9,22.3,.277,2015
382,349,Xavier NCAA,37,23,14,.622,15.42,9.48,9,9,13,3,5,7,2712,2492,1505,956,2011,.475,234,666,.351,566,775,.730,364,1282,596,223,106,447,661,65.6,109.8,.385,.331,.570,52.8,62.3,9.0,8.3,.534,15.8,31.3,.281,2015
12,13,Arizona NCAA,34,25,9,.735,18.79,7.23,12,6,17,1,5,5,2735,2342,1390,946,1970,.480,221,580,.381,622,863,.721,394,1368,485,164,161,442,621,69.8,112.8,.438,.294,.575,56.5,51.3,6.8,11.3,.536,15.7,34.9,.316,2016
13,14,Little Rock NCAA,35,30,5,.857,7.12,-1.76,17,3,14,0,12,4,2487,2129,1415,886,1958,.453,266,693,.384,449,616,.729,315,1195,451,230,106,355,640,64.6,108.8,.315,.354,.553,50.1,50.9,10.1,9.6,.520,13.6,27.3,.229,2016
19,20,Austin Peay NCAA,36,18,18,.500,-6.04,-2.98,7,9,7,7,7,9,2740,2765,1460,945,2049,.461,223,645,.346,627,936,.670,422,1326,479,250,101,502,633,70.5,106.4,.457,.315,.549,51.8,50.7,9.7,7.7,.516,16.8,33.0,.306,2016
23,22,Baylor NCAA,34,22,12,.647,16.13,9.76,10,8,15,5,6,5,2621,2366,1375,933,2003,.466,210,572,.367,545,752,.725,467,1267,603,269,135,432,660,67.6,112.8,.375,.286,.555,55.6,64.6,11.6,11.2,.518,15.5,40.1,.272,2016
36,35,Buffalo NCAA,35,20,15,.571,1.34,0.90,10,8,10,5,5,9,2709,2634,1410,915,2096,.437,263,776,.339,616,867,.710,425,1363,441,240,124,475,748,72.6,105.9,.414,.370,.540,51.7,48.2,9.4,9.2,.499,15.9,32.2,.294,2016
37,36,Butler NCAA,33,22,11,.667,16.46,7.55,10,8,13,3,5,5,2638,2344,1325,918,1969,.466,236,601,.393,566,774,.731,366,1188,468,227,107,335,646,69.8,114.1,.393,.305,.564,52.3,51.0,9.8,8.9,.526,12.5,32.1,.287,2016
39,38,Cal State Bakersfield NCAA,33,24,9,.727,2.58,-5.15,11,3,14,1,7,7,2405,2104,1330,875,1939,.451,179,524,.342,476,726,.656,414,1263,516,263,165,405,707,68.4,105.8,.374,.270,.527,52.8,59.0,11.6,14.2,.497,15.1,34.6,.245,2016
48,45,University of California NCAA,34,23,11,.676,15.39,7.87,12,6,18,0,4,7,2545,2289,1375,890,1931,.461,236,651,.363,529,806,.656,386,1349,430,139,159,419,706,68.2,108.5,.417,.337,.550,54.5,48.3,5.9,10.9,.522,15.3,32.6,.274,2016
57,54,Chattanooga NCAA,35,29,6,.829,3.24,-3.46,15,3,13,1,10,4,2652,2364,1410,897,1963,.457,262,729,.359,596,811,.735,381,1241,504,272,165,437,596,68.1,110.5,.413,.371,.565,52.3,56.2,11.3,13.1,.524,15.7,32.6,.304,2016
59,56,Cincinnati NCAA,33,22,11,.667,15.19,5.25,12,6,14,3,6,6,2418,2090,1355,851,1980,.430,252,725,.348,464,658,.705,441,1291,508,257,192,363,513,65.5,108.9,.332,.366,.527,53.2,59.7,11.6,15.5,.493,13.7,36.6,.234,2016
69,64,Colorado NCAA,34,22,12,.647,12.04,7.64,10,8,16,1,4,7,2576,2407,1370,865,2029,.426,252,647,.389,594,808,.735,446,1434,461,177,167,454,638,70.8,106.3,.398,.319,.534,55.7,53.3,7.3,11.6,.488,15.8,35.3,.293,2016
71,66,Connecticut NCAA,36,25,11,.694,15.89,6.28,11,7,14,3,6,4,2631,2285,1460,944,2078,.454,255,699,.365,488,615,.793,335,1300,489,210,182,385,657,66.2,108.9,.296,.336,.555,51.1,51.8,8.7,14.0,.516,14.0,28.3,.235,2016
77,72,Dayton NCAA,33,25,8,.758,11.34,4.76,14,4,14,3,8,2,2393,2176,1335,836,1836,.455,221,643,.344,500,749,.668,327,1265,480,196,145,427,626,68.6,104.5,.408,.350,.546,53.2,57.4,8.6,12.2,.516,16.3,28.7,.272,2016
85,80,Duke NCAA,36,25,11,.694,19.23,10.59,11,7,15,3,5,4,2920,2609,1450,983,2136,.460,328,851,.385,626,866,.723,426,1296,478,226,154,354,603,68.4,117.7,.405,.398,.573,49.5,48.6,9.1,9.8,.537,12.2,33.0,.293,2016
98,91,Fairleigh Dickinson NCAA,33,18,15,.545,-10.90,-8.31,11,7,9,6,9,8,2558,2600,1335,929,2029,.458,238,657,.362,462,663,.697,347,1108,472,250,87,423,720,72.4,105.8,.327,.324,.546,46.3,50.8,10.3,7.2,.517,15.3,28.6,.228,2016
101,94,Florida Gulf Coast NCAA,35,21,14,.600,-0.79,-3.82,8,6,16,4,4,8,2703,2473,1435,1008,2106,.479,186,527,.353,501,778,.644,417,1422,483,230,141,438,674,69.7,108.1,.369,.250,.546,53.5,47.9,9.2,10.3,.523,15.0,32.9,.238,2016
106,99,Fresno State NCAA,35,25,10,.714,5.27,2.24,13,5,16,2,6,7,2630,2475,1420,926,2126,.436,219,638,.343,559,805,.694,409,1293,466,295,138,378,764,70.1,105.7,.379,.300,.524,50.4,50.3,11.9,11.8,.487,13.1,31.1,.263,2016
118,109,Gonzaga NCAA,36,28,8,.778,16.92,4.23,15,3,11,4,9,2,2840,2360,1445,1011,2081,.486,281,738,.381,537,708,.758,382,1426,501,184,111,418,623,68.1,115.4,.340,.355,.587,55.2,49.6,7.5,7.7,.553,14.7,32.3,.258,2016
121,112,Green Bay NCAA,36,23,13,.639,1.16,-0.67,11,7,11,3,8,9,3013,2880,1455,1048,2350,.446,255,730,.349,662,1007,.657,458,1385,501,358,166,441,724,77.3,107.1,.429,.311,.533,48.7,47.8,12.7,11.1,.500,13.5,30.9,.282,2016
122,113,Hampton NCAA,32,21,11,.656,-8.74,-8.45,13,3,9,2,8,7,2363,2370,1305,810,1967,.412,206,678,.304,537,815,.659,447,1322,381,169,117,440,649,71.7,101.0,.414,.345,.502,53.1,47.0,7.2,9.0,.464,15.7,34.6,.273,2016
125,116,Hawaii NCAA,34,28,6,.824,9.03,-1.04,13,3,16,3,7,2,2620,2267,1365,893,1946,.459,237,737,.322,597,873,.684,360,1270,525,257,124,443,695,71.6,107.2,.449,.379,.555,53.0,58.8,10.5,10.0,.520,15.8,31.0,.307,2016
128,119,Holy Cross NCAA,35,15,20,.429,-11.20,-6.11,5,13,8,6,5,13,2267,2445,1425,775,1879,.412,251,769,.326,466,678,.687,279,1052,480,219,86,386,585,64.6,98.4,.361,.409,.515,45.6,61.9,9.5,7.8,.479,14.9,23.1,.248,2016
141,130,Indiana NCAA,35,27,8,.771,19.59,6.90,15,3,17,0,6,4,2891,2447,1405,1021,2034,.502,345,831,.415,504,688,.733,414,1288,560,239,137,474,647,69.1,119.2,.338,.409,.612,54.9,54.8,9.9,9.8,.587,16.7,37.0,.248,2016
142,131,Iona NCAA,33,22,11,.667,3.59,-1.78,16,4,11,2,8,6,2628,2451,1325,919,2011,.457,327,884,.370,463,651,.711,348,1218,551,248,135,422,642,72.5,109.5,.324,.440,.566,49.7,60.0,10.3,10.6,.538,15.4,29.2,.230,2016
143,132,Iowa State NCAA,35,23,12,.657,16.93,10.16,10,8,14,2,4,7,2862,2625,1415,1087,2159,.503,293,758,.387,395,563,.702,304,1244,577,218,142,398,542,71.5,113.1,.261,.351,.590,49.7,53.1,8.6,9.8,.571,14.1,26.1,.183,2016
144,133,Iowa NCAA,33,22,11,.667,17.01,8.71,12,6,13,2,6,5,2561,2287,1330,906,2027,.447,269,719,.374,480,669,.717,392,1257,523,223,156,339,538,69.1,111.5,.330,.355,.546,50.6,57.7,9.7,12.5,.513,12.6,31.8,.237,2016
154,141,Kansas NCAA,38,33,5,.868,23.87,11.22,15,3,16,0,7,3,3089,2570,1540,1092,2207,.495,304,728,.418,601,843,.713,402,1443,604,253,158,478,719,69.7,115.0,.382,.330,.592,53.9,55.3,9.4,10.7,.564,15.5,32.3,.272,2016
157,144,Kentucky NCAA,36,27,9,.750,20.23,8.84,13,5,17,0,4,7,2861,2451,1455,1028,2149,.478,244,666,.366,561,813,.690,451,1395,512,206,207,389,735,68.2,115.3,.378,.310,.564,53.6,49.8,8.3,14.1,.535,13.3,36.8,.261,2016
184,169,Maryland NCAA,36,27,9,.750,16.71,8.31,12,6,16,1,4,6,2725,2400,1445,943,1941,.486,267,739,.361,572,745,.768,319,1288,488,210,194,458,605,67.3,112.1,.384,.381,.594,51.9,51.7,8.6,13.9,.555,16.6,28.6,.295,2016
190,175,Miami (FL) NCAA,35,27,8,.771,18.52,10.69,13,5,15,1,6,5,2633,2359,1405,907,1895,.479,241,643,.375,578,772,.749,330,1207,438,215,127,383,581,66.2,113.3,.407,.339,.582,51.7,48.3,9.3,9.1,.542,14.5,29.9,.305,2016
192,177,Michigan State NCAA,35,29,6,.829,22.59,6.94,13,5,14,2,7,3,2793,2245,1410,1009,2078,.486,321,739,.434,454,623,.729,415,1454,719,156,177,406,671,67.0,118.3,.300,.356,.588,58.0,71.3,6.6,12.9,.563,14.6,36.4,.218,2016
193,178,Michigan NCAA,36,23,13,.639,13.75,7.92,10,8,13,4,4,6,2656,2426,1445,947,2048,.462,342,901,.380,420,569,.738,290,1152,537,203,81,348,558,65.7,111.9,.278,.440,.573,49.2,56.7,8.6,6.4,.546,13.1,24.7,.205,2016
194,179,Middle Tennessee NCAA,35,25,10,.714,2.66,-0.70,13,5,11,3,8,6,2539,2410,1405,909,2025,.449,279,716,.390,442,718,.616,369,1283,455,215,123,419,700,69.1,104.7,.355,.354,.537,51.4,50.1,8.9,9.9,.518,15.0,29.1,.218,2016
227,208,North Carolina-Asheville NCAA,34,22,12,.647,1.10,-3.25,12,6,11,3,6,7,2552,2313,1370,898,1973,.455,195,603,.323,561,808,.694,396,1278,422,312,112,444,587,70.4,105.8,.410,.306,.541,51.5,47.0,12.9,9.0,.505,15.9,31.9,.284,2016
232,213,North Carolina-Wilmington NCAA,33,25,8,.758,6.25,0.35,14,4,12,2,8,5,2620,2379,1335,928,2039,.455,230,677,.340,534,760,.703,397,1237,438,246,143,374,793,71.3,110.0,.373,.332,.546,50.6,47.2,10.3,11.2,.512,13.5,32.2,.262,2016
233,214,North Carolina NCAA,40,33,7,.825,23.44,10.69,14,4,15,1,6,5,3311,2801,1600,1235,2560,.482,224,685,.327,617,826,.747,568,1624,708,269,177,431,718,70.2,118.0,.323,.268,.561,55.9,57.3,9.6,11.5,.526,12.7,40.3,.241,2016
244,223,Northern Iowa NCAA,36,23,13,.639,8.78,4.44,11,7,11,3,6,8,2475,2303,1455,849,1864,.455,298,796,.374,479,633,.757,195,1091,429,204,94,357,560,64.1,106.2,.340,.427,.572,46.8,50.5,8.8,7.7,.535,14.2,17.6,.257,2016
248,227,Notre Dame NCAA,36,24,12,.667,14.10,9.57,11,7,14,2,5,5,2704,2541,1445,972,2042,.476,262,700,.374,498,671,.742,381,1265,480,197,143,359,544,65.0,115.2,.329,.343,.573,51.1,49.4,8.4,10.1,.540,13.2,32.3,.244,2016
253,232,Oklahoma NCAA,37,29,8,.784,19.76,11.14,12,6,14,1,7,5,2948,2629,1495,1018,2225,.458,382,906,.422,530,734,.722,407,1418,537,247,188,484,630,71.0,111.0,.330,.407,.573,51.4,52.8,9.3,12.6,.543,15.8,31.0,.238,2016
256,235,Oregon State NCAA,32,19,13,.594,10.39,9.26,9,9,12,3,4,7,2301,2244,1280,811,1843,.440,218,587,.371,461,687,.671,337,1102,432,236,106,361,642,68.4,105.1,.373,.319,.530,48.3,53.3,10.8,9.7,.499,14.3,29.2,.250,2016
257,236,Oregon NCAA,38,31,7,.816,18.05,8.64,14,4,18,0,5,5,2990,2614,1525,1041,2230,.467,260,758,.343,648,906,.715,442,1382,517,275,221,431,675,69.5,112.8,.406,.340,.562,52.4,49.7,10.4,15.3,.525,13.9,34.2,.291,2016
264,241,Pittsburgh NCAA,33,21,12,.636,15.47,8.75,9,9,15,4,3,6,2476,2220,1330,878,1919,.458,204,589,.346,516,686,.752,417,1257,547,162,121,384,581,66.4,112.2,.357,.307,.551,55.2,62.3,7.3,10.0,.511,14.6,36.9,.269,2016
270,247,Providence NCAA,35,24,11,.686,11.94,8.46,10,8,13,4,7,4,2577,2455,1415,881,2093,.421,249,776,.321,566,781,.725,402,1263,550,229,123,397,591,69.8,104.4,.373,.371,.523,49.4,62.4,9.3,8.9,.480,13.9,30.3,.270,2016
271,248,Purdue NCAA,35,26,9,.743,20.17,7.46,12,6,17,1,5,5,2726,2281,1415,960,2042,.470,268,731,.367,538,723,.744,400,1443,615,147,165,419,607,67.9,113.5,.354,.358,.571,57.3,64.1,6.1,11.7,.536,14.9,34.5,.263,2016
283,260,Saint Joseph's NCAA,36,28,8,.778,12.10,4.93,13,5,12,4,10,2,2780,2522,1445,976,2153,.453,251,767,.327,577,806,.716,359,1378,534,184,119,355,583,70.2,109.6,.374,.356,.548,51.9,54.7,7.3,9.2,.512,12.3,27.9,.268,2016
298,273,Seton Hall NCAA,34,25,9,.735,14.66,8.28,12,6,13,3,7,4,2522,2305,1365,892,1999,.446,206,594,.347,532,808,.658,438,1355,455,251,155,469,636,70.7,104.5,.404,.297,.529,52.4,51.0,10.4,11.4,.498,16.4,34.7,.266,2016
304,279,South Dakota State NCAA,34,26,8,.765,5.44,-1.22,12,4,13,0,8,7,2591,2316,1360,877,1950,.450,255,715,.357,582,783,.743,381,1279,381,169,84,399,670,68.8,110.8,.402,.367,.558,53.7,43.4,7.2,6.6,.515,14.7,32.5,.298,2016
311,284,Southern California NCAA,34,21,13,.618,13.52,7.64,9,9,16,2,3,7,2737,2537,1380,982,2138,.459,266,688,.387,507,750,.676,401,1337,504,215,181,415,590,72.5,109.4,.351,.322,.549,51.1,51.3,8.6,12.5,.522,14.3,32.1,.237,2016
317,290,Southern NCAA,35,22,13,.629,-7.68,-9.37,11,7,12,1,6,10,2534,2406,1400,909,2046,.444,211,610,.346,505,754,.670,365,1258,381,258,123,391,680,69.5,104.2,.369,.298,.527,49.0,41.9,10.6,9.7,.496,14.0,28.9,.247,2016
322,295,Stephen F. Austin NCAA,34,28,6,.824,9.23,-5.47,18,0,14,0,9,4,2728,2153,1360,972,2032,.478,269,741,.363,515,701,.735,405,1188,635,310,122,411,700,69.6,115.3,.345,.365,.577,51.9,65.3,13.1,10.2,.545,14.8,34.6,.253,2016
324,297,Stony Brook NCAA,33,26,7,.788,3.75,-5.28,14,2,15,1,11,5,2515,2115,1325,933,1992,.468,220,598,.368,429,637,.673,425,1312,541,204,150,379,523,67.8,112.0,.320,.300,.548,55.4,58.0,9.1,12.1,.524,14.2,36.0,.215,2016
325,298,Syracuse NCAA,37,23,14,.622,14.62,9.75,9,9,13,4,3,7,2589,2409,1495,884,2080,.425,315,876,.360,506,736,.688,445,1319,493,300,162,440,598,64.9,106.7,.354,.421,.533,49.3,55.8,12.4,12.6,.501,15.3,33.4,.243,2016
326,299,Temple NCAA,33,21,12,.636,7.69,6.57,14,4,11,3,8,4,2267,2230,1345,822,2021,.407,255,757,.337,368,538,.684,371,1225,445,173,103,305,535,65.8,102.4,.266,.375,.498,49.3,54.1,7.8,7.8,.470,11.8,29.1,.182,2016
334,305,Texas A&M NCAA,37,28,9,.757,18.45,8.45,13,5,17,1,5,5,2828,2458,1500,991,2208,.449,281,824,.341,565,841,.672,460,1461,612,260,133,434,668,68.8,109.6,.381,.373,.542,53.0,61.8,10.1,10.5,.512,14.3,33.8,.256,2016
342,313,Texas Tech NCAA,32,19,13,.594,12.41,10.25,9,9,14,3,3,7,2305,2236,1295,785,1754,.448,185,534,.346,550,741,.742,326,1086,418,190,134,385,589,66.7,106.7,.422,.304,.547,50.1,53.2,8.8,11.8,.500,15.5,31.2,.314,2016
343,314,Texas NCAA,33,20,13,.606,14.80,11.71,11,7,14,3,5,5,2355,2253,1330,814,1884,.432,232,681,.341,495,743,.666,363,1139,377,167,144,341,688,66.8,106.1,.394,.361,.526,49.1,46.3,7.5,11.6,.494,13.2,30.7,.263,2016
348,319,Tulsa NCAA,32,20,12,.625,9.79,5.76,12,6,12,3,6,5,2356,2227,1290,821,1849,.444,219,671,.326,495,731,.677,323,1123,435,216,88,346,563,68.8,106.1,.395,.363,.536,48.7,53.0,9.7,7.7,.503,13.6,27.8,.268,2016
354,323,Utah NCAA,36,27,9,.750,15.50,8.79,13,5,16,1,5,5,2778,2502,1460,977,2000,.489,273,746,.366,551,764,.721,347,1335,557,199,149,451,549,67.7,112.5,.382,.373,.588,53.2,57.0,8.1,9.9,.557,16.0,30.2,.276,2016
356,325,Vanderbilt NCAA,33,19,14,.576,17.20,8.68,11,7,14,2,3,9,2506,2225,1330,857,1879,.456,273,714,.382,519,747,.695,313,1273,487,139,182,386,632,69.2,109.0,.398,.380,.561,50.8,56.8,6.0,12.9,.529,14.7,27.2,.276,2016
358,327,Villanova NCAA,40,35,5,.875,24.08,9.71,16,2,15,1,10,2,3118,2543,1605,1086,2247,.483,347,959,.362,599,766,.782,351,1385,637,282,136,440,681,67.3,115.4,.341,.427,.597,51.2,58.7,10.4,9.7,.561,14.4,28.0,.267,2016
359,328,Virginia Commonwealth NCAA,36,25,11,.694,13.83,4.35,14,4,15,2,7,4,2781,2440,1450,1010,2238,.451,262,745,.352,499,721,.692,435,1347,515,309,135,405,706,69.9,109.7,.322,.333,.539,52.0,51.0,12.2,9.8,.510,13.6,32.6,.223,2016
362,331,Virginia NCAA,37,29,8,.784,22.04,11.12,13,5,15,0,5,6,2626,2222,1485,964,1964,.491,224,557,.402,474,630,.752,323,1189,551,199,119,345,596,61.5,115.0,.321,.284,.580,53.2,57.2,8.7,10.2,.548,13.2,29.8,.241,2016
367,336,Weber State NCAA,35,26,9,.743,0.18,-5.13,15,3,13,1,6,7,2662,2344,1420,908,1885,.482,291,785,.371,555,821,.676,300,1296,477,175,119,462,611,68.6,109.4,.436,.416,.585,52.6,52.5,7.2,7.7,.559,16.9,26.5,.294,2016
368,337,West Virginia NCAA,35,26,9,.743,21.61,9.78,13,5,13,2,7,4,2749,2335,1410,943,2102,.449,209,643,.325,654,972,.673,558,1380,510,343,93,498,819,70.7,110.3,.462,.306,.536,56.1,54.1,13.8,8.5,.498,16.3,41.9,.311,2016
375,342,Wichita State NCAA,35,26,9,.743,17.39,4.24,16,2,14,1,9,3,2535,2066,1410,867,2023,.429,250,771,.324,551,768,.717,407,1305,489,255,125,346,705,66.1,108.8,.380,.381,.531,53.1,56.4,10.9,11.6,.490,12.7,31.7,.272,2016
378,345,Wisconsin NCAA,35,22,13,.629,13.40,9.40,12,6,13,5,6,5,2373,2233,1410,816,1917,.426,229,656,.349,512,728,.703,398,1228,400,205,114,386,588,64.1,105.1,.380,.342,.524,52.3,49.0,9.1,8.6,.485,14.6,33.0,.267,2016
382,349,Xavier NCAA,34,28,6,.824,18.58,8.43,14,4,15,1,8,3,2737,2392,1360,928,2054,.452,255,702,.363,626,857,.730,436,1387,548,246,101,429,678,72.4,111.2,.417,.342,.556,54.9,59.1,10.0,8.4,.514,14.8,35.2,.305,2016
383,350,Yale NCAA,30,23,7,.767,9.08,-1.03,13,1,12,0,9,6,2248,1914,1205,795,1693,.470,190,523,.363,468,699,.670,407,1208,452,170,137,398,530,66.9,111.5,.413,.309,.555,57.8,56.9,8.4,12.6,.526,16.4,39.4,.276,2016
12,13,Arizona NCAA,37,32,5,.865,18.25,7.63,16,2,15,1,9,1,2833,2440,1480,977,2048,.477,244,625,.390,635,830,.765,380,1358,501,201,119,413,625,67.3,113.8,.405,.305,.580,55.1,51.3,8.1,8.8,.537,14.5,33.1,.310,2017
16,17,Arkansas NCAA,36,26,10,.722,14.04,8.60,12,6,15,3,6,5,2855,2659,1440,997,2165,.461,233,638,.365,628,825,.761,401,1298,497,278,170,428,739,71.7,110.7,.381,.295,.558,49.5,49.8,10.8,12.4,.514,14.3,31.7,.290,2017
23,22,Baylor NCAA,35,27,8,.771,19.75,11.87,12,6,15,2,6,4,2550,2228,1400,921,1956,.471,230,641,.359,478,661,.723,451,1329,544,180,166,469,617,65.3,111.5,.338,.328,.562,56.5,59.1,7.9,13.0,.530,17.1,40.2,.244,2017
35,34,Bucknell NCAA,35,26,9,.743,5.89,-2.48,15,3,14,2,9,6,2669,2376,1400,942,1961,.480,286,754,.379,497,730,.681,302,1203,510,252,134,466,655,70.7,107.9,.372,.384,.578,50.6,54.1,10.2,9.7,.553,16.8,26.7,.253,2017
37,36,Butler NCAA,34,25,9,.735,17.70,10.23,12,6,13,3,7,4,2595,2341,1370,906,1898,.477,261,714,.366,522,704,.741,287,1091,453,206,96,346,640,67.3,112.6,.371,.376,.581,50.6,50.0,8.9,8.4,.546,13.4,27.1,.275,2017
44,41,UC-Davis NCAA,36,23,13,.639,-5.21,-4.68,11,5,11,0,6,9,2525,2506,1455,873,2008,.435,221,635,.348,558,828,.674,364,1280,461,202,118,513,688,70.2,98.9,.412,.316,.526,50.8,52.8,7.9,9.0,.490,17.6,28.9,.278,2017
59,56,Cincinnati NCAA,36,30,6,.833,18.43,5.49,16,2,18,0,8,3,2674,2208,1450,969,2116,.458,264,764,.346,472,688,.686,437,1328,557,261,173,361,566,65.1,113.3,.325,.361,.547,53.3,57.5,11.1,13.9,.520,12.9,35.5,.223,2017
74,69,Creighton NCAA,35,25,10,.714,17.27,8.95,10,8,13,4,7,4,2864,2549,1400,1078,2137,.504,304,766,.397,404,592,.682,289,1223,598,213,102,435,582,72.9,112.3,.277,.358,.592,49.3,55.5,8.4,7.6,.576,15.2,24.8,.189,2017
